날짜,상품명,발주가능상태,입고수량,카테고리,출고수량
2023-05-27,S7_334,발주가능,291,간식,287
2023-05-27,S7_336,발주가능,137,간식,134
2023-05-27,S7_340,발주가능,591,물,585
2023-05-27,S7_342,발주가능,194,우유,186
2023-05-27,S7_348,발주가능,585,빵,583
2023-05-27,S7_350,발주가능,359,빵,357
2023-05-27,S7_351,발주가능,677,빵,677
2023-05-27,S7_352,발주가능,573,빵,565
2023-05-27,S7_356,발주가능,77,빵,70
2023-05-27,S7_359,발주가능,684,물,676
2023-05-27,S7_360,발주가능,152,물,151
2023-05-27,S7_362,발주가능,43,물,43
2023-05-27,S7_363,발주가능,143,물,138
2023-05-27,S7_364,발주가능,554,물,550
2023-05-27,S7_368,발주가능,599,물,592
2023-05-27,S7_374,발주가능,412,물,410
2023-05-27,S7_377,발주가능,399,간식,393
2023-05-27,S7_379,발주가능,503,간식,496
2023-05-27,S7_384,발주가능,646,간식,637
2023-05-27,S7_385,발주가능,135,간식,128
2023-05-27,S7_387,발주가능,529,간식,522
2023-05-27,S7_388,발주가능,677,간식,676
2023-05-27,S7_389,발주가능,656,간식,656
2023-05-27,S7_392,발주가능,424,빵,421
2023-05-27,S7_393,발주가능,576,물,575
2023-05-27,S7_395,발주가능,105,물,103
2023-05-27,S7_399,발주가능,442,물,433
2023-05-27,S7_403,발주가능,470,물,469
2023-05-27,S7_405,발주가능,375,물,367
2023-05-27,S7_406,발주가능,387,물,380
2023-05-27,S7_407,발주가능,305,물,297
2023-05-27,S7_409,발주가능,403,우유,403
2023-05-27,S7_410,발주가능,278,우유,271
2023-05-27,S7_413,발주가능,469,우유,460
2023-05-27,S7_416,발주가능,694,우유,690
2023-05-27,S7_417,발주가능,176,우유,172
2023-05-27,S7_421,발주가능,525,우유,520
2023-05-27,S7_422,발주가능,452,우유,445
2023-05-27,S7_423,발주가능,584,우유,582
2023-05-27,S7_424,발주가능,641,우유,636
2023-05-27,S7_425,발주가능,309,우유,300
2023-05-27,S7_427,발주가능,209,간식,202
2023-05-27,S7_428,발주가능,248,간식,242
2023-05-27,S7_429,발주가능,487,간식,481
2023-05-27,S7_431,발주가능,429,간식,420
2023-05-27,S7_434,발주가능,71,물,68
2023-05-27,S7_436,발주가능,72,물,70
2023-05-27,S7_439,발주가능,217,물,213
2023-05-27,S7_440,발주가능,660,주류,656
2023-05-27,S7_441,발주가능,414,물,409
2023-05-27,S7_442,발주가능,691,빵,683
2023-05-27,S7_443,발주가능,519,빵,512
2023-05-27,S7_445,발주가능,374,우유,366
2023-05-27,S7_446,발주가능,90,우유,88
2023-05-27,S7_448,발주가능,95,우유,89
2023-05-27,S7_449,발주가능,88,우유,85
2023-05-27,S7_459,발주가능,443,빵,443
2023-05-27,S7_463,발주가능,106,간식,101
2023-05-27,S7_464,발주가능,682,물,677
2023-05-27,S7_467,발주가능,463,물,460
2023-05-27,S7_488,발주가능,332,빵,323
2023-05-27,S7_470,발주가능,459,주류,455
2023-05-27,S7_486,발주가능,652,빵,645
2023-05-27,S7_487,발주가능,692,빵,685
2023-05-27,S7_477,발주가능,62,우유,56
2023-05-28,S7_2,발주가능,230,빵,223
2023-05-28,S7_7,발주가능,410,우유,409
2023-05-28,S7_8,발주가능,476,우유,473
2023-05-28,S7_9,발주가능,655,빵,652
2023-05-28,S7_10,발주가능,266,빵,261
2023-05-28,S7_14,발주가능,654,빵,650
2023-05-28,S7_15,발주가능,320,빵,311
2023-05-28,S7_16,발주가능,484,주류,480
2023-05-28,S7_17,발주가능,593,우유,585
2023-05-28,S7_19,발주가능,542,우유,536
2023-05-28,S7_22,발주가능,455,빵,449
2023-05-28,S7_23,발주가능,48,빵,47
2023-05-28,S7_25,발주가능,542,빵,536
2023-05-28,S7_30,발주가능,444,주류,441
2023-05-28,S7_34,발주가능,245,우유,240
2023-05-28,S7_35,발주가능,288,우유,284
2023-05-28,S7_36,발주가능,284,우유,276
2023-05-28,S7_37,발주가능,318,우유,314
2023-05-28,S7_41,발주가능,148,우유,142
2023-05-28,S7_42,발주가능,442,간식,441
2023-05-28,S7_43,발주가능,501,간식,498
2023-05-28,S7_47,발주가능,459,배달음식,455
2023-05-28,S7_48,발주가능,83,배달음식,82
2023-05-28,S7_52,발주가능,676,배달음식,668
2023-05-28,S7_54,발주가능,592,빵,583
2023-05-28,S7_55,발주가능,126,빵,125
2023-05-28,S7_57,발주가능,654,물,646
2023-05-28,S7_58,발주가능,591,배달음식,584
2023-05-28,S7_59,발주가능,303,배달음식,300
2023-05-28,S7_60,발주가능,443,빵,441
2023-05-28,S7_67,발주가능,609,빵,606
2023-05-28,S7_68,발주가능,58,빵,55
2023-05-28,S7_69,발주가능,656,물,648
2023-05-28,S7_70,발주가능,640,기타,635
2023-05-28,S7_71,발주가능,399,기타,399
2023-05-28,S7_72,발주가능,326,물,317
2023-05-28,S7_79,발주가능,259,빵,253
2023-05-28,S7_84,발주가능,68,우유,62
2023-05-28,S7_85,발주가능,453,우유,444
2023-05-28,S7_89,발주가능,623,물,614
2023-05-28,S7_90,발주가능,537,물,533
2023-05-28,S7_95,발주가능,32,주류,28
2023-05-28,S7_96,발주가능,107,주류,104
2023-05-28,S7_98,발주가능,389,우유,387
2023-05-28,S7_480,발주가능,455,빵,446
2023-05-28,S7_104,발주가능,581,빵,574
2023-05-28,S7_107,발주가능,519,주류,516
2023-05-28,S7_108,발주가능,347,빵,342
2023-05-28,S7_481,발주가능,120,빵,115
2023-05-28,S7_114,발주가능,527,우유,526
2023-05-28,S7_116,발주가능,496,우유,489
2023-05-28,S7_126,발주가능,633,물,624
2023-05-28,S7_130,발주가능,600,스낵,597
2023-05-28,S7_132,발주가능,45,주류,43
2023-05-28,S7_140,발주가능,81,간식,77
2023-05-28,S7_145,발주가능,300,빵,295
2023-05-28,S7_146,발주가능,163,빵,154
2023-05-28,S7_148,발주가능,75,기타,69
2023-05-28,S7_149,발주가능,248,물,246
2023-05-28,S7_153,발주가능,525,주류,517
2023-05-28,S7_155,발주가능,586,물,583
2023-05-28,S7_156,발주가능,221,배달음식,221
2023-05-28,S7_157,발주가능,383,배달음식,376
2023-05-28,S7_163,발주가능,269,물,260
2023-05-28,S7_164,발주가능,180,물,175
2023-05-28,S7_169,발주가능,412,간식,407
2023-05-28,S7_171,발주가능,678,간식,676
2023-05-28,S7_172,발주가능,250,간식,242
2023-05-28,S7_173,발주가능,205,간식,199
2023-05-28,S7_179,발주가능,575,스낵,571
2023-05-28,S7_180,발주가능,165,빵,163
2023-05-28,S7_184,발주가능,133,물,131
2023-05-28,S7_187,발주가능,586,배달음식,578
2023-05-28,S7_191,발주가능,112,빵,109
2023-05-28,S7_200,발주가능,105,간식,105
2023-05-28,S7_204,발주가능,637,배달음식,633
2023-05-28,S7_205,발주가능,562,배달음식,554
2023-05-28,S7_206,발주가능,380,빵,376
2023-05-28,S7_213,발주가능,151,우유,147
2023-05-28,S7_215,발주가능,246,우유,243
2023-05-28,S7_216,발주가능,495,우유,491
2023-05-28,S7_219,발주가능,144,우유,140
2023-05-28,S7_223,발주가능,405,빵,398
2023-05-28,S7_224,발주가능,34,빵,27
2023-05-28,S7_225,발주가능,388,물,384
2023-05-28,S7_226,발주가능,368,물,363
2023-05-28,S7_473,발주가능,20,우유,15
2023-05-28,S7_227,발주가능,583,우유,578
2023-05-28,S7_231,발주가능,552,주류,545
2023-05-28,S7_232,발주가능,69,주류,67
2023-05-28,S7_233,발주가능,308,주류,306
2023-05-28,S7_236,발주가능,4,물,-3
2023-05-28,S7_237,발주가능,647,물,644
2023-05-28,S7_242,발주가능,505,물,499
2023-05-28,S7_243,발주가능,59,배달음식,57
2023-05-28,S7_244,발주가능,690,배달음식,690
2023-05-28,S7_245,발주가능,645,배달음식,642
2023-05-28,S7_246,발주가능,538,물,534
2023-05-28,S7_248,발주가능,116,물,111
2023-05-28,S7_249,발주가능,217,물,211
2023-05-28,S7_250,발주가능,434,배달음식,426
2023-05-28,S7_251,발주가능,219,배달음식,216
2023-05-28,S7_252,발주가능,432,우유,423
2023-05-28,S7_254,발주가능,118,간식,112
2023-05-28,S7_255,발주가능,175,간식,170
2023-05-28,S7_259,발주가능,164,간식,162
2023-05-28,S7_260,발주가능,205,간식,196
2023-05-28,S7_266,발주가능,100,배달음식,94
2023-05-28,S7_276,발주가능,57,우유,57
2023-05-28,S7_280,발주가능,65,주류,63
2023-05-28,S7_282,발주가능,472,주류,465
2023-05-28,S7_292,발주가능,290,주류,288
2023-05-28,S7_294,발주가능,636,빵,628
2023-05-28,S7_295,발주가능,87,빵,78
2023-05-28,S7_297,발주가능,303,빵,299
2023-05-28,S7_298,발주가능,129,빵,123
2023-05-28,S7_300,발주가능,69,주류,67
2023-05-28,S7_301,발주가능,131,주류,129
2023-05-28,S7_302,발주가능,118,주류,113
2023-05-28,S7_304,발주가능,582,주류,573
2023-05-28,S7_307,발주가능,428,주류,420
2023-05-28,S7_308,발주가능,508,주류,505
2023-05-28,S7_309,발주가능,512,주류,510
2023-05-28,S7_310,발주가능,121,주류,120
2023-05-28,S7_312,발주가능,12,주류,7
2023-05-28,S7_313,발주가능,647,물,643
2023-05-28,S7_314,발주가능,321,빵,318
2023-05-28,S7_315,발주가능,283,빵,281
2023-05-28,S7_316,발주가능,341,빵,335
2023-05-28,S7_317,발주가능,495,빵,491
2023-05-28,S7_320,발주가능,612,빵,610
2023-05-28,S7_321,발주가능,94,빵,89
2023-05-28,S7_324,발주가능,73,주류,67
2023-05-28,S7_325,발주가능,149,주류,140
2023-05-28,S7_326,발주가능,10,주류,3
2023-05-28,S7_328,발주가능,346,주류,338
2023-05-28,S7_329,발주가능,159,주류,155
2023-05-28,S7_330,발주가능,414,간식,408
2023-05-28,S7_331,발주가능,472,간식,466
2023-05-28,S7_333,발주가능,13,간식,8
2023-05-28,S7_335,발주가능,263,간식,257
2023-05-28,S7_336,발주가능,285,간식,284
2023-05-28,S7_337,발주가능,492,간식,485
2023-05-28,S7_338,발주가능,386,간식,380
2023-05-28,S7_342,발주가능,506,우유,503
2023-05-28,S7_343,발주가능,322,빵,318
2023-05-28,S7_345,발주가능,39,빵,35
2023-05-28,S7_347,발주가능,286,빵,278
2023-05-28,S7_348,발주가능,527,빵,525
2023-05-28,S7_349,발주가능,560,빵,556
2023-05-28,S7_354,발주가능,53,빵,44
2023-05-28,S7_355,발주가능,363,빵,355
2023-05-28,S7_357,발주가능,631,빵,629
2023-05-28,S7_361,발주가능,634,물,627
2023-05-28,S7_363,발주가능,425,물,418
2023-05-28,S7_365,발주가능,666,물,658
2023-05-28,S7_366,발주가능,237,물,231
2023-05-28,S7_367,발주가능,172,물,168
2023-05-28,S7_368,발주가능,75,물,73
2023-05-28,S7_369,발주가능,265,물,260
2023-05-28,S7_373,발주가능,666,물,666
2023-05-28,S7_376,발주가능,44,간식,38
2023-05-28,S7_381,발주가능,592,간식,590
2023-05-28,S7_383,발주가능,421,간식,418
2023-05-28,S7_384,발주가능,596,간식,595
2023-05-28,S7_385,발주가능,527,간식,526
2023-05-28,S7_386,발주가능,254,간식,245
2023-05-28,S7_387,발주가능,85,간식,81
2023-05-28,S7_388,발주가능,651,간식,649
2023-05-28,S7_389,발주가능,319,간식,311
2023-05-28,S7_390,발주가능,513,빵,505
2023-05-28,S7_391,발주가능,691,주류,685
2023-05-28,S7_392,발주가능,603,빵,601
2023-05-28,S7_393,발주가능,474,물,472
2023-05-28,S7_394,발주가능,74,물,67
2023-05-28,S7_395,발주가능,471,물,465
2023-05-28,S7_396,발주가능,382,물,377
2023-05-28,S7_397,발주가능,420,물,414
2023-05-28,S7_398,발주가능,305,물,301
2023-05-28,S7_400,발주가능,139,물,133
2023-05-28,S7_402,발주가능,582,물,580
2023-05-28,S7_404,발주가능,522,물,521
2023-05-28,S7_405,발주가능,120,물,111
2023-05-28,S7_406,발주가능,218,물,209
2023-05-28,S7_407,발주가능,277,물,275
2023-05-28,S7_410,발주가능,667,우유,662
2023-05-28,S7_411,발주가능,579,우유,572
2023-05-28,S7_412,발주가능,107,우유,106
2023-05-28,S7_414,발주가능,109,우유,105
2023-05-28,S7_415,발주가능,422,우유,419
2023-05-28,S7_416,발주가능,387,우유,382
2023-05-28,S7_419,발주가능,239,우유,236
2023-05-28,S7_420,발주가능,138,우유,137
2023-05-28,S7_426,발주가능,50,간식,41
2023-05-28,S7_428,발주가능,210,간식,205
2023-05-28,S7_434,발주가능,142,물,136
2023-05-28,S7_436,발주가능,216,물,208
2023-05-28,S7_439,발주가능,653,물,647
2023-05-28,S7_444,발주가능,144,우유,141
2023-05-28,S7_450,발주가능,61,스낵,60
2023-05-28,S7_451,발주가능,225,스낵,222
2023-05-28,S7_452,발주가능,466,스낵,457
2023-05-28,S7_454,발주가능,406,우유,400
2023-05-28,S7_458,발주가능,507,주류,498
2023-05-28,S7_463,발주가능,343,간식,341
2023-05-28,S7_465,발주가능,501,물,499
2023-05-28,S7_467,발주가능,201,물,194
2023-05-28,S7_469,발주가능,498,물,495
2023-05-28,S7_488,발주가능,192,빵,186
2023-05-28,S7_490,발주가능,343,빵,336
2023-05-28,S7_492,발주가능,392,빵,386
2023-05-28,S7_485,발주가능,385,빵,378
2023-05-28,S7_486,발주가능,427,빵,418
2023-05-28,S7_487,발주가능,159,빵,152
2023-05-28,S7_476,발주가능,98,우유,93
2023-05-29,S7_2,발주가능,325,빵,323
2023-05-29,S7_3,발주가능,419,빵,413
2023-05-29,S7_4,발주가능,379,물,370
2023-05-29,S7_478,발주가능,493,빵,492
2023-05-29,S7_5,발주가능,199,우유,194
2023-05-29,S7_6,발주가능,434,우유,425
2023-05-29,S7_7,발주가능,576,우유,567
2023-05-29,S7_9,발주가능,191,빵,188
2023-05-29,S7_10,발주가능,507,빵,504
2023-05-29,S7_13,발주가능,48,빵,40
2023-05-29,S7_16,발주가능,192,주류,187
2023-05-29,S7_18,발주가능,98,우유,98
2023-05-29,S7_26,발주가능,593,빵,593
2023-05-29,S7_31,발주가능,268,빵,264
2023-05-29,S7_32,발주가능,437,빵,431
2023-05-29,S7_33,발주가능,393,우유,384
2023-05-29,S7_39,발주가능,668,우유,659
2023-05-29,S7_40,발주가능,643,우유,636
2023-05-29,S7_41,발주가능,15,우유,6
2023-05-29,S7_45,발주가능,220,간식,214
2023-05-29,S7_47,발주가능,273,배달음식,271
2023-05-29,S7_69,발주가능,621,물,613
2023-05-29,S7_73,발주가능,507,물,501
2023-05-29,S7_79,발주가능,398,빵,393
2023-05-29,S7_85,발주가능,158,우유,156
2023-05-29,S7_87,발주가능,370,빵,363
2023-05-29,S7_88,발주가능,178,우유,169
2023-05-29,S7_89,발주가능,684,물,681
2023-05-29,S7_95,발주가능,47,주류,47
2023-05-29,S7_96,발주가능,576,주류,575
2023-05-29,S7_103,발주가능,102,물,96
2023-05-29,S7_480,발주가능,218,빵,210
2023-05-29,S7_104,발주가능,338,빵,329
2023-05-29,S7_105,발주가능,85,빵,81
2023-05-29,S7_106,발주가능,353,주류,353
2023-05-29,S7_108,발주가능,242,빵,238
2023-05-29,S7_110,발주가능,508,빵,499
2023-05-29,S7_115,발주가능,329,우유,326
2023-05-29,S7_116,발주가능,63,우유,62
2023-05-29,S7_117,발주가능,154,우유,154
2023-05-29,S7_119,발주가능,694,기타,687
2023-05-29,S7_120,발주가능,266,기타,261
2023-05-29,S7_121,발주가능,393,물,391
2023-05-29,S7_125,발주가능,255,물,254
2023-05-29,S7_127,발주가능,646,빵,638
2023-05-29,S7_128,발주가능,145,빵,138
2023-05-29,S7_131,발주가능,186,스낵,177
2023-05-29,S7_132,발주가능,696,주류,693
2023-05-29,S7_133,발주가능,593,주류,588
2023-05-29,S7_135,발주가능,195,주류,190
2023-05-29,S7_138,발주가능,275,빵,272
2023-05-29,S7_139,발주가능,595,간식,586
2023-05-29,S7_143,발주가능,420,간식,413
2023-05-29,S7_144,발주가능,535,빵,529
2023-05-29,S7_146,발주가능,417,빵,414
2023-05-29,S7_147,발주가능,406,간식,403
2023-05-29,S7_148,발주가능,657,기타,652
2023-05-29,S7_483,발주가능,589,빵,583
2023-05-29,S7_150,발주가능,538,물,533
2023-05-29,S7_151,발주가능,17,빵,15
2023-05-29,S7_154,발주가능,180,물,178
2023-05-29,S7_157,발주가능,546,배달음식,537
2023-05-29,S7_158,발주가능,190,배달음식,181
2023-05-29,S7_164,발주가능,121,물,119
2023-05-29,S7_168,발주가능,114,간식,113
2023-05-29,S7_170,발주가능,152,간식,148
2023-05-29,S7_172,발주가능,9,간식,9
2023-05-29,S7_177,발주가능,647,물,645
2023-05-29,S7_182,발주가능,24,물,15
2023-05-29,S7_185,발주가능,235,물,229
2023-05-29,S7_188,발주가능,520,배달음식,517
2023-05-29,S7_189,발주가능,564,배달음식,563
2023-05-29,S7_190,발주가능,429,빵,422
2023-05-29,S7_194,발주가능,69,우유,62
2023-05-29,S7_196,발주가능,2,우유,-5
2023-05-29,S7_198,발주가능,501,간식,498
2023-05-29,S7_199,발주가능,77,간식,77
2023-05-29,S7_202,발주가능,165,배달음식,156
2023-05-29,S7_204,발주가능,556,배달음식,556
2023-05-29,S7_205,발주가능,598,배달음식,596
2023-05-29,S7_206,발주가능,11,빵,4
2023-05-29,S7_208,발주가능,450,빵,445
2023-05-29,S7_209,발주가능,175,물,168
2023-05-29,S7_212,발주가능,651,물,650
2023-05-29,S7_213,발주가능,408,우유,403
2023-05-29,S7_214,발주가능,387,우유,381
2023-05-29,S7_215,발주가능,228,우유,220
2023-05-29,S7_216,발주가능,139,우유,130
2023-05-29,S7_217,발주가능,436,우유,428
2023-05-29,S7_219,발주가능,170,우유,169
2023-05-29,S7_223,발주가능,652,빵,648
2023-05-29,S7_226,발주가능,368,물,363
2023-05-29,S7_229,발주가능,230,주류,223
2023-05-29,S7_231,발주가능,322,주류,318
2023-05-29,S7_236,발주가능,569,물,560
2023-05-29,S7_237,발주가능,579,물,575
2023-05-29,S7_239,발주가능,332,빵,327
2023-05-29,S7_243,발주가능,612,배달음식,612
2023-05-29,S7_244,발주가능,306,배달음식,299
2023-05-29,S7_245,발주가능,234,배달음식,230
2023-05-29,S7_249,발주가능,220,물,216
2023-05-29,S7_250,발주가능,362,배달음식,359
2023-05-29,S7_253,발주가능,311,간식,309
2023-05-29,S7_258,발주가능,310,간식,310
2023-05-29,S7_264,발주가능,694,배달음식,690
2023-05-29,S7_266,발주가능,359,배달음식,354
2023-05-29,S7_268,발주가능,481,배달음식,472
2023-05-29,S7_269,발주가능,233,물,224
2023-05-29,S7_273,발주가능,382,빵,375
2023-05-29,S7_274,발주가능,30,우유,23
2023-05-29,S7_276,발주가능,85,우유,85
2023-05-29,S7_278,발주가능,352,빵,352
2023-05-29,S7_280,발주가능,536,주류,533
2023-05-29,S7_281,발주가능,466,주류,462
2023-05-29,S7_282,발주가능,125,주류,125
2023-05-29,S7_284,발주가능,485,배달음식,476
2023-05-29,S7_287,발주가능,438,물,435
2023-05-29,S7_289,발주가능,453,물,448
2023-05-29,S7_301,발주가능,681,주류,673
2023-05-29,S7_302,발주가능,202,주류,195
2023-05-29,S7_303,발주가능,530,주류,530
2023-05-29,S7_308,발주가능,353,주류,351
2023-05-29,S7_311,발주가능,616,주류,613
2023-05-29,S7_318,발주가능,72,빵,65
2023-05-29,S7_319,발주가능,547,빵,543
2023-05-29,S7_320,발주가능,489,빵,488
2023-05-29,S7_321,발주가능,614,빵,606
2023-05-29,S7_325,발주가능,488,주류,479
2023-05-29,S7_328,발주가능,290,주류,282
2023-05-29,S7_329,발주가능,149,주류,142
2023-05-29,S7_331,발주가능,648,간식,645
2023-05-29,S7_332,발주가능,105,간식,101
2023-05-29,S7_334,발주가능,283,간식,282
2023-05-29,S7_336,발주가능,204,간식,195
2023-05-29,S7_337,발주가능,648,간식,646
2023-05-29,S7_339,발주가능,85,간식,76
2023-05-29,S7_343,발주가능,391,빵,383
2023-05-29,S7_346,발주가능,127,빵,125
2023-05-29,S7_347,발주가능,537,빵,537
2023-05-29,S7_348,발주가능,432,빵,432
2023-05-29,S7_351,발주가능,607,빵,603
2023-05-29,S7_352,발주가능,491,빵,482
2023-05-29,S7_353,발주가능,345,빵,338
2023-05-29,S7_355,발주가능,463,빵,456
2023-05-29,S7_356,발주가능,227,빵,223
2023-05-29,S7_359,발주가능,639,물,638
2023-05-29,S7_360,발주가능,445,물,443
2023-05-29,S7_362,발주가능,311,물,306
2023-05-29,S7_365,발주가능,607,물,602
2023-05-29,S7_372,발주가능,348,물,345
2023-05-29,S7_373,발주가능,418,물,416
2023-05-29,S7_380,발주가능,354,간식,346
2023-05-29,S7_381,발주가능,625,간식,618
2023-05-29,S7_383,발주가능,188,간식,183
2023-05-29,S7_386,발주가능,678,간식,676
2023-05-29,S7_387,발주가능,557,간식,552
2023-05-29,S7_391,발주가능,501,주류,498
2023-05-29,S7_392,발주가능,607,빵,601
2023-05-29,S7_396,발주가능,600,물,595
2023-05-29,S7_397,발주가능,638,물,635
2023-05-29,S7_400,발주가능,171,물,166
2023-05-29,S7_404,발주가능,697,물,688
2023-05-29,S7_405,발주가능,173,물,173
2023-05-29,S7_408,발주가능,639,우유,630
2023-05-29,S7_410,발주가능,690,우유,689
2023-05-29,S7_412,발주가능,482,우유,477
2023-05-29,S7_413,발주가능,46,우유,41
2023-05-29,S7_417,발주가능,159,우유,156
2023-05-29,S7_424,발주가능,239,우유,233
2023-05-29,S7_428,발주가능,424,간식,419
2023-05-29,S7_431,발주가능,369,간식,366
2023-05-29,S7_434,발주가능,269,물,261
2023-05-29,S7_436,발주가능,99,물,93
2023-05-29,S7_439,발주가능,39,물,31
2023-05-29,S7_441,발주가능,450,물,448
2023-05-29,S7_443,발주가능,269,빵,262
2023-05-29,S7_444,발주가능,606,우유,600
2023-05-29,S7_446,발주가능,623,우유,616
2023-05-29,S7_449,발주가능,624,우유,616
2023-05-29,S7_451,발주가능,191,스낵,184
2023-05-29,S7_453,발주가능,476,우유,476
2023-05-29,S7_454,발주가능,668,우유,663
2023-05-29,S7_455,발주가능,538,우유,536
2023-05-29,S7_457,발주가능,247,우유,245
2023-05-29,S7_458,발주가능,90,주류,89
2023-05-29,S7_461,발주가능,640,스낵,640
2023-05-29,S7_462,발주가능,156,우유,152
2023-05-29,S7_463,발주가능,373,간식,365
2023-05-29,S7_464,발주가능,539,물,532
2023-05-29,S7_465,발주가능,156,물,149
2023-05-29,S7_466,발주가능,16,주류,13
2023-05-29,S7_467,발주가능,351,물,343
2023-05-29,S7_468,발주가능,560,물,554
2023-05-29,S7_488,발주가능,637,빵,633
2023-05-29,S7_489,발주가능,668,빵,662
2023-05-29,S7_470,발주가능,340,주류,340
2023-05-29,S7_475,발주가능,371,배달음식,368
2023-05-30,S7_0,발주가능,42,빵,42
2023-05-30,S7_1,발주가능,61,빵,58
2023-05-30,S7_2,발주가능,530,빵,529
2023-05-30,S7_4,발주가능,417,물,408
2023-05-30,S7_7,발주가능,175,우유,167
2023-05-30,S7_8,발주가능,366,우유,359
2023-05-30,S7_13,발주가능,455,빵,453
2023-05-30,S7_22,발주가능,121,빵,121
2023-05-30,S7_32,발주가능,67,빵,67
2023-05-30,S7_33,발주가능,570,우유,563
2023-05-30,S7_39,발주가능,295,우유,291
2023-05-30,S7_42,발주가능,635,간식,626
2023-05-30,S7_43,발주가능,272,간식,272
2023-05-30,S7_46,발주가능,0,배달음식,-5
2023-05-30,S7_49,발주가능,566,배달음식,561
2023-05-30,S7_52,발주가능,574,배달음식,574
2023-05-30,S7_54,발주가능,56,빵,56
2023-05-30,S7_56,발주가능,535,물,534
2023-05-30,S7_60,발주가능,596,빵,589
2023-05-30,S7_61,발주가능,73,빵,67
2023-05-30,S7_66,발주가능,556,우유,551
2023-05-30,S7_67,발주가능,382,빵,380
2023-05-30,S7_68,발주가능,497,빵,488
2023-05-30,S7_70,발주가능,290,기타,283
2023-05-30,S7_71,발주가능,261,기타,254
2023-05-30,S7_75,발주가능,673,빵,670
2023-05-30,S7_76,발주가능,476,빵,467
2023-05-30,S7_77,발주가능,60,빵,57
2023-05-30,S7_78,발주가능,342,빵,340
2023-05-30,S7_79,발주가능,413,빵,411
2023-05-30,S7_80,발주가능,315,우유,308
2023-05-30,S7_86,발주가능,608,빵,602
2023-05-30,S7_87,발주가능,101,빵,98
2023-05-30,S7_89,발주가능,292,물,291
2023-05-30,S7_93,발주가능,641,물,636
2023-05-30,S7_94,발주가능,126,우유,118
2023-05-30,S7_95,발주가능,181,주류,181
2023-05-30,S7_103,발주가능,55,물,48
2023-05-30,S7_480,발주가능,615,빵,613
2023-05-30,S7_105,발주가능,571,빵,562
2023-05-30,S7_107,발주가능,431,주류,426
2023-05-30,S7_108,발주가능,579,빵,574
2023-05-30,S7_110,발주가능,441,빵,436
2023-05-30,S7_116,발주가능,655,우유,652
2023-05-30,S7_117,발주가능,47,우유,44
2023-05-30,S7_119,발주가능,571,기타,562
2023-05-30,S7_125,발주가능,382,물,379
2023-05-30,S7_126,발주가능,534,물,532
2023-05-30,S7_129,발주가능,93,물,85
2023-05-30,S7_132,발주가능,237,주류,233
2023-05-30,S7_134,발주가능,618,주류,614
2023-05-30,S7_135,발주가능,238,주류,232
2023-05-30,S7_482,발주가능,81,빵,81
2023-05-30,S7_140,발주가능,35,간식,28
2023-05-30,S7_144,발주가능,110,빵,103
2023-05-30,S7_145,발주가능,451,빵,444
2023-05-30,S7_146,발주가능,548,빵,542
2023-05-30,S7_484,발주가능,430,빵,429
2023-05-30,S7_149,발주가능,308,물,307
2023-05-30,S7_151,발주가능,1,빵,-2
2023-05-30,S7_153,발주가능,637,주류,629
2023-05-30,S7_154,발주가능,99,물,95
2023-05-30,S7_155,발주가능,571,물,568
2023-05-30,S7_160,발주가능,456,물,448
2023-05-30,S7_167,발주가능,147,간식,138
2023-05-30,S7_169,발주가능,144,간식,136
2023-05-30,S7_170,발주가능,116,간식,108
2023-05-30,S7_171,발주가능,605,간식,596
2023-05-30,S7_173,발주가능,60,간식,58
2023-05-30,S7_176,발주가능,317,빵,311
2023-05-30,S7_178,발주가능,98,물,93
2023-05-30,S7_184,발주가능,425,물,419
2023-05-30,S7_185,발주가능,368,물,368
2023-05-30,S7_187,발주가능,614,배달음식,607
2023-05-30,S7_188,발주가능,563,배달음식,563
2023-05-30,S7_189,발주가능,128,배달음식,126
2023-05-30,S7_192,발주가능,518,빵,517
2023-05-30,S7_195,발주가능,678,우유,675
2023-05-30,S7_197,발주가능,353,간식,349
2023-05-30,S7_198,발주가능,66,간식,63
2023-05-30,S7_200,발주가능,216,간식,208
2023-05-30,S7_205,발주가능,667,배달음식,658
2023-05-30,S7_206,발주가능,185,빵,176
2023-05-30,S7_209,발주가능,605,물,598
2023-05-30,S7_211,발주가능,609,물,603
2023-05-30,S7_213,발주가능,463,우유,456
2023-05-30,S7_216,발주가능,314,우유,311
2023-05-30,S7_217,발주가능,614,우유,613
2023-05-30,S7_223,발주가능,242,빵,237
2023-05-30,S7_228,발주가능,44,우유,41
2023-05-30,S7_229,발주가능,337,주류,330
2023-05-30,S7_230,발주가능,471,주류,471
2023-05-30,S7_232,발주가능,397,주류,397
2023-05-30,S7_233,발주가능,50,주류,50
2023-05-30,S7_235,발주가능,650,물,643
2023-05-30,S7_238,발주가능,578,빵,578
2023-05-30,S7_240,발주가능,159,물,152
2023-05-30,S7_243,발주가능,191,배달음식,184
2023-05-30,S7_246,발주가능,604,물,603
2023-05-30,S7_249,발주가능,663,물,658
2023-05-30,S7_252,발주가능,558,우유,552
2023-05-30,S7_256,발주가능,681,간식,675
2023-05-30,S7_262,발주가능,642,간식,635
2023-05-30,S7_263,발주가능,273,배달음식,271
2023-05-30,S7_264,발주가능,142,배달음식,135
2023-05-30,S7_265,발주가능,15,배달음식,13
